reviewContent,label,rating
pengiriman super cepat barang oke,positive,5
"barang cepat sampai 2 hari saja, barang original dan bergaransi, semoga awet :)",positive,5
"Saya cancel saja, enggak sesuain prkiraaN",negative,1
"di deskripsi katanya bisa putar musik dan film via flashdisk ternyata pas di coba lubang usb nya cuman buat SERVICE ONLY menyesal beli tv ini, salah satu pertimbangan beli tv ini karena bilang nya bisa puter film via USB dan bermerk sharp..ternyata malah begini",negative,2
"Alhamdulillah pesanan sudah sampai, maaf talt kasih saran,,,bintang 5 buat pengirim dari lazada yang ramah dan baik hati,,,,,",positive,5
enggak real capacity tapi work...,negative,1
barang sudah sampai. giliran di isi enggak ke baca  .kecawa min!!,negative,1
bracketnya enggak ada. dan pengiriman via ninja lama,negative,1
"Dengan harga memang datang qualitas, sudah hampir seminggu pakai TV ini awal-awal lancar, semakin sering di pakai TV lama-lama ngLag, terutama saat menonton youtube dan merubah volume. Sisi Quality of Produk bintang 3, sisi pelayangan bintang 4 pengiriman cepat dan rapi",negative,3
saya beli 2 semua tidak berfungsi. menyedihkan.,negative,1
"packaging rapi, barang digunakan gambarnya bagus dan tajam, suara enggak cempreng cempreng amat. semoga awet.",negative,3
bisa Di Ganti Mi Sama Flash yang Lain cuman flash Distnya Saja Min,negative,1
"Barang tidak di packing dngn layak, alhasil barang/tv sampai dngn kondisi layar led rusak parah(pecah) dan tidak dapat digunakan lagi.",negative,1
"Saya pesan hitam dan jelas-jelas di lapak hitam,tapi yang datang kuning. Payah benar sellernya.",negative,1
"Untuk sementara berjalan lancar, kapasitas real 32gb,paket rapi,segel mantap !jempol_ke_atas! untuk seller nya",positive,5
flashdisknya bagus . cuma otg nya enggak brfungsi...,negative,2
lumayan lah kualitasnya,positive,4
"Barang asli, kondisi Bagus, packaging Bagus banyak bubble wrapnya, pengiriman relatif cepat. Overal puas.",positive,5
lengkap mantap cepat sigaaaap,positive,5
masih tahap test dulu ya..,negative,3
"Good seller, Barang orisinal, !jempol_ke_atas!!jempol_ke_atas!",positive,5
pesananya di terima rda lama .. wktund terima brang di bungkus sangat rapi dengan menggunakan kayu.. pas di coba barang lumayan bagus tetapi bergantian salurannya rda lama,negative,3
Bagus sesuai harga.,negative,3
enggak Bagus Flashdisk nya... Kecewa lah pokoknya..,negative,1
"Kecewa banget, layarnya pecah,jadi pekerjaan lagi nih balikin ke seller lagi......",negative,1
"hai sis,,,saya mau nyicil dan saya sudah cek/lihat byran cclan prbulan nya. saya bertanya sis,uang muka nya berapa ya sis,brant yang ini,,,",negative,3
mengira lektop teryata bukan.pas di nyalain eror,negative,2
"sangat kecewa dengan gambarnya... tidak sesuai dengan slogan ""INFINITY VIEW"" dan tidak sesuai gambar yang diiklankan yang terlihat sangat ful view yang membuat orang tergiur...gambar terlampir jarak bezel terdapat celah satu jari kelingking (dan terlampir foto dibandingkan dengan type 50 inch dan 40 inch lebar gambar display sama saja yang membedakan hanya bezel yang lebih tipis ditype 40 inch keduanya merk cooca loh)",negative,1
corup,negative,2
bisa buat hd external tv led,positive,4
Mantul tv nya..   Suka....suka...suka..... dapat flash sale lebih murah harga nya. Langsung pesan 3 unit. terima kasih lazada... Good product. !jempol_ke_atas!!jempol_ke_atas!!jempol_ke_atas!,positive,5
belum di cek,negative,3
Tks barang bagus sesuai pesanan,positive,5
TV nya restart2 an terus. bisa dibalikin ganti baru kah?,negative,1
"barang nya pasti bagus.. flagship store.. packing nya terlalu tipis, dan pengiriman yang lama membuat saya kecewa....",negative,3
"Pengiriman lama. pada estimasi sebelumnya akan sampai hari senin 04 Feb '19 tapi ada notif pesanan di batalkan, kemudian pesanan berubah schedule pengiriman tanggal 05-09 Feb '19. Dan sampainya PAS hari sabtu 09 Feb '19. Review barang. saya beli yang 16GB fre 8GB. tapi sayang 16GB sudah di pakai, dan di dalamnya sudah ada isi photo orang yang lagi sidang skripsi ""Ini serius mau jualan ?"" dan yang buat kecewa selain pengiriman lama dan berubah status isi 16GB yang sudah terpakai tersebut bila di format hanya 3.89GB. ini serius beli 16GB yang di dapat cuman 3.89GB. Lazada tolonglah di bantu mengenai seler seperti ini. kita bukan cuman sekedar cari murah tapi juga kualitas.",negative,1
"Untuk Produk sesuai gambar, spesifikasi pun sesuai..untuk packing sudah oke, tapi agak lebih diperhatikan saja untuk packing luarnya karena dusnya agak rusak tapi untung tidak pengaruh ke barangnya.terima kasih lazada",positive,4
"Barang sudah saya terima, pengiriman cepat, exellent..tapi kualitas barang tidak bagus..penerimaan sinyal tv tidak bagus, hanya dapat menerima 4 stasiun tv..saya sudah coba beberapa antena tetap saja..sedangkan tv saya merk lain tokcer..tidak ada masalah dengan penerimaan, semua stasiun tv diterima dengan baik... tidak puas terhadap merk ini..",negative,1
TVnya okey banget.. Seller recomended.. Ekspedisi juga sangat komunikatif.. Pokoknya mantab.. Semoga TVnya awet ya...,positive,5
"packing bagus, cuman pas transfer  data lama dari sd card padahal sama-sama sandisk",negative,3
"usb 3.1 keren versi terbaru dan tercepat,  tapi belum dicoba ,",positive,5
tanggal di terima nya ngaret dari tanggal yang di tentukan sampai sekarang belum sampai!!!,negative,2
"buat copy, file banyak yang rusak,. tidak competible di semua hp.",negative,2
"Mohon bantuan nya, kok barangnya belum sampai sudah 21hari saya tunggu enggak kunjung datang, mohon diperhatikan ! Terima kasih",negative,1
nih case + power + usb nya? Tinggal memasuki harddisk laptopnya ke case yang dah drive powernya kan?,positive,4
"barang mantul..... packing aman dan rapi, windows original, pengiriman pakai expres pesan jam 10:30 jam 16 sampai",negative,3
"pesan barang Dari tanggal 12 Feb 2017, sampai detik ini barang tidak di terima, di email no resi Dakota tapi link email yang dikirim tidak bisa diakses error terus, kompalin ke lazada via live chat via customer care semua menyampaikan akan di konfirmasi via email tapi sampai detik INI pun tidak Ada email masuk saya terima dari lazada, tidak tanggap Dalam menangani komplain customer tidak seperti olshop lain yang cepat menanggapi kalau Ada keluhan jadi customer merasa dibantu, saya beli barang bermaksud buat hadiah malah jadi sia2, lokasi saya hanya di bogor masa seminggu enggak sampai-sampai pengiriman Darimana? Dari Papua? kendala Ada dimana tolong dong dijelaskan!!! bukannya dibiarkan menunggu Tanpa Ada kejelasan!!!! KECEWA !!!",negative,1
smart tv bisa siaran digital gambar jernih ok banget,positive,5
Mantaab dan berfungsi dengn baik..  Kurirnya Pun Ramah,positive,5
"Kami sudah terima barang, tapi waktu dipasang tidak ada Sinyal meskipun sudah kami kasih Antena Toyosaki. kami ingin mengembalikan barang ??",negative,2
"yang 16 gb enggak bisa di pakai sama sekali, yang 64 kalo copy data kadang kebaca kadang enggak.",negative,2
barang deh sampai TPU belum di coba mudhan awet ya...,positive,5
bungkusannya kurang.hanya terbungkus plastik saja. tergores barangnya. thx saja,negative,3
Hm,negative,2
"bos, tolong kasih tau ke om kurirnya jangan asal kasih barang ke orang lain.. telfon dulu sama yang punya barang.",negative,3
"enggak mengerti lagi deh sama lazada pengirimannya cepat banget, beli kemarin sore, tadi sore sudah sampai",positive,5
"Respon cepat , barang sesuai Pesanan, mantap !jempol_ke_atas!!jempol_ke_atas!!jempol_ke_atas!",positive,5
"alhamdulillah sampai, sempat was"" takut pch panel nya eh ternyata enggak. kurir juga ramah banget.. semoga awet deh ini tv.",positive,5
"tidak bisa di gunakan, file yang sudah di save saat mau di buka filenya malah hilang",negative,2
"pengiriman cepat 1 hari kerja , sayang bonus headset nya enggak ada, sisa nya sih oke",negative,3
brng dah sampai. sesuai pesanan. tks,positive,5
Barangnya bagus tanks lazada,positive,4
Saya beli 2 eh kipas sama kabel datanya ada yang enggak berfungsi bagaimana sih jangan mentang mentang gratis tapi mengasih nya alas asalan ya tolong ditindak lanjuti. Terimakasih,negative,2
"PUAS belanja di Ridista Online melalui ap Lazada.. Saya order Flashdisk Sandisk ini, diterima dengan baik dan tidak lama. Barangnya juga bagus, sudah saya pakai ada bonusnya lagi :) terima kasih",negative,3
"Barang nya sudah datang,pesan tadi eh sampai nya kemarin,sekarang dipakai cuma buat alas tenis meja,thx...",positive,5
Tolong Pesanan Saya Di Batalkan Oke,negative,2
pengiriman sangat cepat....terima kasih,positive,5
"keren samsung smart tv nya,  langsung conect wifi online deh menonton youtube nya",positive,5
mantab pengiriman cepat secepat kilat..... tq,positive,5
tidak rekomen,negative,1
Semua berjalan normal cuma kenapa harga nya naik,positive,4
kesimpulan kecewa,negative,1
Kalo kirim ke kupang bisa enggak?,negative,1
"barang dah diterima , belum dicoba,semoga awet .trim,si seller dan lex expres,",positive,5
barang oke work 58.7gb  pengiriman saja lama 1 Minggu,negative,3
Gue tinggal di salah satu kabupaten di Maluku barang yang gue pesan sampai dengan selamat kecuali freenya headset enggak ada tapi untuk laptopnya kata orang Maluku zn ada lawan. Semoga awet barangnya.,positive,5
"Barang original, pengiriman cepat Terima kasih",positive,4
enggak menyangka tv harga hemat tapi hebat. Beli pas ultah lazada harga 700rebu saja. Jadi menyesal cuma beli satu. Tadinya ragu2...ternyata mantul! sampai-sampai sepupuku aku iri lihatnya!wajah_tersenyum_dengan_mata_bahagia! semoga awet. Thanks lazada dan ichiko,positive,5
case mantap... sangat kuat dari benturan... karena ada tonjolan busa.. cocok untuk harddisk 2.5,positive,5
barangnya sudah saya terima,negative,1
Desain bagus dan nyaman dibawa kemana-mana.,positive,5
frekuensinya kok tidak mendapat tanyangan RCTI. SCTV. dan INDOSiAR meminta arahan agar dapaet siaran tersebut  kok gambar jadi tersendat sendat ya .kayak vcd rusak. wah enggak bagus. nih tolong di tindak lanjut ya,negative,3
"Barang nya bagus sih, tapi beda warna, yang dipesan biru.",negative,3
belum di coba... pengiriman ok lah... Semoga pas di coba bisa dgunakan,negative,3
"alhamdulillah paketnya sudah sampai, productnya bagus, pengirimannya cepat, penjualnya juga ramah, terimakasih!wajah_memeluk!",positive,5
"katanya dana sudah di kembalikan, di cek tapi dana nya belum ada masuk sama sekali, tolong dong jangan buat kami kecewa,",negative,1
befungsi dengan baik. tetapi hdr tidak ada. tidak sesuai dengan spesifikasi. pengiman cepat,negative,3
Setelah kami terima flashdisk 64 GB yang datang je tempat kami cukup lama .dan setelah dicoba tidak bisa digunakan atau rusak,negative,1
barang bagus!!!,positive,5
"Bentuk usbnya sesuai , tetapi saat dipakai data"" nya ke korup semua , enggak bisa di baca, jadi saya merasa rugi...",negative,3
Laptop nya sudah saya terima dan packing nya bagus tanpa sedikit cacat.ThanksLazada,negative,3
lazada memang top banget deh....bareng bagus semua,positive,5
barang oke betul..,positive,5
semoga awet dan berfungsi dengan baik... good good good,positive,5
karena terdeteksi ada 4 virus nya di dalam flash disk setiap di hapus selalu enggak bisa kecwa banget,negative,1
"sesuai dengan yang di gambar, pengiriman nya cepat. enggak kecewa",positive,5
"barang mendarat sempurna, sesuai pesanan. mantap jiwa",positive,5
belum dibuka. mdh2 enggak ngecewain,negative,3
"sesuai pesanan, USB berfungsi baik",positive,5
"kecepatan pngiriman oke,kualitas barang oke,cuma mungkin akan lebih baik jika packing menggunakan KAYU  agar hak konsumen bisa tercapai dengan baik karena ada YLKI lho...?! terima kasih !jempol_ke_atas!!melipat_tangan!!melipat_tangan!",positive,4
bagus cepat pns,positive,5
oke tes mantap,positive,5
"parah.. enggak bisa masuk file sama sekali,enggak bisa baca ke dalam file nya..",negative,1
"Barangnya cepat banget sampainya, pesan semalam besok siang sudah sampai dirumah saya. Packingnya rapi dan kurirnya juga ramah. Sebenarnya saya mau mengasih 5 bintang, tapi saya tidak dalam kondisi sangat puas untuk dapat memberikan itu dikarenakan Kapasitasnya. Saya tahu tidak akan mendapatkan murni 32GB, tapi yang saya dapatkan tidak seperti teman-teman yang sudah lebih dulu beli dapatkan yaitu 31.4Gb atau 31Gb-an yang dapat dilihat dari ulasan-ulasan lainnya. Saya dapat 29.71Gb dari 32Gb, dan itu membuat saya hanya Cukup puas dengan barangnya.",positive,4
belum dicoba !wajah_tersenyum_dengan_mata_bahagia! semoga amanah !wajah_memeluk!,positive,4
"Untuk di harganya produk termasuk Ok..cuma untuk yang juga mementingkan kualitas suara, belum ok...",positive,4
tapi External PS3,positive,5
"barang sudah ditrima, belum dicoba, semoga awet",positive,4
Deskripsinya 32GB tapi nyatanya cuma 1.8GB padahal di covernya tulisannya 32GB,negative,1
Masa saya tidak dapat USB flash LED color family hanya satu saja bonusnya seharusnya ada 2 bonusnya,negative,1
lumayan tapi sayang lemoot dan belum download aplikasi batrenya cepat habis,negative,2
"Penjual ramah , pengiriman cepat dan akurat",positive,5
Gambarnya gila jernih banget persis aslinya bukan dalam layar tv. Good job,negative,3
kecewa .barang enggak bisa di buka,negative,1
"barang sesuai, tapi lama sampainya dan anehnya ada lecet di fdnya",negative,3
untuk atv enggak bisa diedit lokasi'ya...jadi chanel2 yang umum enggak bisa dipindahkan dari no urut 1 n dst...jadi chanel atv berantakan karena enggak bisa diset berurutan dari chanel tv yang umum dilihat...tolong pencerahan'ya cooca bagaimana cara edit chanel atv???,negative,2
Lumayan bagus untuk TV dengan harga sekian. Pengiriman cepat. Overal sangat senang dengan pembelian saya. Terima kasih Cooca,positive,5
keren banget txhu,positive,5
"Murah, tapi teknologi lama, meski RAM 4GB dan ROM 64GB masih terasa sangat lambat. gsm masih 3G. untung hanya untuk baca dokumen jadi tidak terlalu terpengaruh spek yang rendah.",negative,2
ok.. barang mantul.. cuma kurir dari lazadanya az super lelet.. lama benar ngirimnya,positive,5
"Barang sampai, kapasitas tidak sesuai pesanan, detail barang harusnya lengkap!!",negative,1
sudah di return. hanya bisa menyimpan 3Gb,negative,3
barang bagus pengiriman super cepat,positive,5
Jangan pernah beli disini..parah banget..barang belum sampai sudah 2 mi ggu alesan nya enggak jelas gangguan dl..,negative,1
barang sampai termasuk kategori cepat. namun windowsnya masih trial,negative,3
Ini berapa inci ya layarnya,negative,3
barang ok pengiriman  cepat,positive,5
"Barang sampai dengan cepat dan bagus. Sejauh ini sih bagus, semoga awet",positive,5
barang sudah sampai semoga barang awet.  thnks lazada mudah-mudahan tidak mengecewakan.,negative,1
"Barang tidak sesuai dengan gambar, pengiriman mundur dari tanggal pengiriman standar. Thanks lazada.",negative,1
enggak desuai descrip bis,negative,1
murah tapi tidak murahan !jempol_ke_atas!!jempol_ke_atas!!jempol_ke_atas!!jempol_ke_atas!,positive,5
tidak bisa Baca Data baik File dengan Baik,negative,1
pengiriman pas flash sale kemarin ke tangsel cepat. cuma 2-3hr saja. barang oke berfungsi dan alhamdulillah no cacad sampai sekarang. semoga awet. lancar terus xiaomi tv dan lazada. sering-sering flash sale buat yang belum punya,positive,5
Barang sesuai spesifikasi dan termasuk cepat sampai,negative,3
"flashdisk yang 16GB tidak dapat dipergunakan. awalnya meminta format, setelah dilakukan format ternyata tidak bisa. akhir nya tidak dapat dipergunakan",negative,1
Barang bagus baru banget.. terjamin benar-benar kelihatan dari official storenya.. tks.. sudah dicoba dimasukkan ke hape dan works! cuman rada lama sih sampainya.. mohon ada opsi buat kirim instant same day..,positive,5
tv nya bagus banget sesuai ekspetasi suara jernih dan kualitas gambar kayak tv bermerk tapi dapat harga yang miring.... cuma vip card enggak ada.. mohon konfrmasiny lu vip card dan hooq nya.. ditunggu blsannya ya..,negative,3
pengiriman cepat sudah di coba buat simpan data baru kepake 300gb real capacity bonus dapat semua...terima kasih agan..lancar terus gan tokonya....,positive,5
"Barang keren sesuai pesanan,cepat sampai",positive,5
masa simpan file video ruang termakan file cuma muncul 1saja,negative,1
"barangnya sampai sih tapi sayang enggak bisa di pakai,!!",negative,3
sip sudah sampai semoga awet,positive,4
"barang asli orisinal, bagus saya puas",positive,5
Sesuai dengan tertera. belum dicoba,positive,5
kok buat menonton film lewat dvd dilayar TV tulisanya perangkat enggak mendukung ya?,negative,3
Puas banget!jempol_ke_atas!,positive,5
Barang bagus tapi anti virusnya kok di ganti stiker......,negative,1
thanks barangnya deh sampai bagus...,positive,5
"Pembelian yang kedua, berjalan lancar dan pengiriman sangat cepat, thx lazada.",positive,5
"designnya keren,performanya juga bagus, sudah diinstal lengkap dengan windows 10 english version.",positive,5
"Barang sesuai gambar, kualitas barang terjamin, kemasan rapi, tapi enggak tau pas dicolok di laptop langsung ada pemberitahuan virus, entah virus itu datang dari fd nya sendiri atau dari laptop saya. Tapi yaudah lah gkp yang penting suka dan harganya murah",negative,3
barang bagus & mantaab,positive,5
enggak sampai-sampai barang nya!!!!,negative,1
barang sesuai pesanan dan pengiriman cepat !wajah_tersenyum_dengan_mata_bahagia!,positive,5
aku suka banget produk ini,positive,5
"warna tidak sesuai dengan spek, di spek nya warna silver diterima putih.",positive,4
kecewa.. tidak bisa dipakai..,negative,1
"sedih, di memasuki film malah error, file nya malah ke ganti sendiri tolong pencerahannya",negative,1
Pengiriman 12 hari dari tanggal pembelian.,negative,1
brgnya bagus tapi belum dicoba semoga bisa,positive,5
wkwkwk siiip deh barang nya walaupun nyokap marah marah,positive,5
Pengiriman produk sangat lama,negative,2
"produk sangat bagus dan sesuai, hanya saja pelayanan/pengiriman yang sangat lambat sekali yang melebihi batas waktu yang di tentukan oleh pihak lazada sendiri.",negative,3
"sampai cepat, barang sesuai.",positive,5
"Hi We are not receive the TV, but you remarked that goods already received.",negative,1
"Saya pesan tanggal 15/5/2017 Tapi sampai sekarang 24/5  barang belum sampai,,,tiba di cancel sistem dengan alasan kurir menghubungi tidak ada respon sama sekali,,padahal selama saya menunggu tidak ada konfirmasi dari kurir sama sekali.....Sangat mengecewakan!!!!!!",negative,1
"Mantap banget TVnya sesuai pesanan. Packingan aman, bayar dengan COD tapi pengiriman cepat banget!nilai_seratus!!wajah_tersenyum_lebar_bermata_hati!!wajah_tersenyum_lebar_bermata_hati!",positive,5
Asalamualaikum gan saya mau bertanya .. Kredit nya pakai kartu kredit kan kalo  ... terus kalo uang kreditannya perbulan berapa gan .. sama uang dp nya ?? Tolong di reply gan .. penting ..,negative,3
"Packing rapi, dilapisi dengan babble, Pengiriman cepat (UPG) barang datang sebelum estimasi waktu. Tapi kurir JNEnya kurang ramah",negative,3
"recommended seller, barang sesuai pesanan, respon chat cepat dan bagus, pengiriman cepat",positive,5
"Barangnya Mantap Recomended lah,  trimakasih Lazada,  Fokus Mediatama dan Pengantarnya.",positive,5
jelek...timbul garis vertikal,negative,1
setiap mindahin file dan selesah dipasang kembali file hilang,negative,1
bagus banget barang nya. aku suka,positive,5
bisa di jelaskan tidak bisa di pakai usb nya tolong jual yang jujur,negative,1
kecepatan sangat luar biasa masa copy file 1g saja sampai setengah hari,positive,5
"Sesuai dengan gambar, barang orisinal",positive,5
"HD  tidak bagus  baru  di  pakai  I/ku    error. enggak  bisa  di baca,",negative,1
"ternyata ini 14,5 GB ya bukan 16 GB hehe",negative,3
hadeh. kecewa sama FD nya !wajah_tersenyum_lebar_dan_berkeringat!,positive,4
sudah di terima...responsif ...pokoknya sip lah....,positive,5
mantap.. aman .... tidak ada keraguan,positive,5
lumayanlah.... sesuai pasanan...,positive,4
Barangnya sih ok... cuma pengirimannya yang bikin gemas...sampai tumbuh uban nih kepala...!wajah_menangis_keras!!wajah_menangis_keras!!wajah_menangis_keras!.kalo enggak saya ambil dikantor jne sendiri..mungkin masih menunggu seminggu lagi.,positive,5
flashdisknya tidak sesuai dengan pesanan dan tidak bisa di pakai sama sekali saya mohon bila flashdisk sudah rusak jangan di jual,negative,1
"Pesan tanggal 7 feb sampai sekarang barang belum terima,padahal masih dijabotabek,tlong ditndak lanjuti.thx",negative,1
good,negative,3
barangnya sudah sampai belum dicoba semoga awet. thanks lazada,positive,5
kecewa.,negative,1
"pengirimannya luar biasa cepat di wilayah jakarta timur. pesan sore, besok siangnya langsung sampai. overal, TVnya bagus. enggak ada kendala.",positive,5
"Keren sampai cepat, barang bagus mulus Keren... Thanks lazada Keep itu up!!",positive,5
"harganya miring, cepat sampai dan lucu modelnya. Thankyou",positive,5
cepat sampainya dan semoga awet di pakai TVnya,positive,5
lumayan kondisi aman,negative,3
barang sudah sampai,negative,3
lain kali pakai jasa kurir yang pasti jangan ninja xprees pengiriman lama,negative,3
"Alhmdllh... barang sesuai dan berfungsi dengan baik dan prngiriman super kilat, pesan sabtu minggu siang sudah sampai..",positive,5
bagus tapi ke hp tidak koned,negative,3
"pengiriman kurang bagus karena hanya memakai wrap, pas dibuka tipinya kayak melengkung begitu. review produk lumayan bagus dengan harga segitu. cuma masih ragu ini masih dvb t atau sudah dvb t2.",negative,2
"Mantul real pict, packing nya rapi barangnya mantul banget... Tapi enggak ada celana dalam drever nya",negative,3
produknya bagus sesuai yang dipesan... terima kasih lazada,positive,5
tidak bisa digunakan disemua prangkat usb,negative,3
paket tlah sampai dengan sangat cepat....prosesnya mudah lancar....terima kasih seller terima kasih lazada terima kasih kredivo,positive,5
"Murah, dan berkualitas, tapi micro USB sedikit bermasalah",positive,5
"di telp pihak pengirim katanya barang lecet2,ya saya tolak daripada tidak terpakai buat apa dibeli juga.masih untung cod coba kalau transfer bisa pusing cara memintanya",negative,1
berfungsi baik,positive,5
"malam pesan besok nya sudah sampai, good",positive,5
Sudah lewat estimasi kok belum sampai. Padahal area jabodetabek,negative,1
Kenapa barang barang pesanan saya belum di kirim juga tanggal 13 des 2016.lama banget almt nya pt modern f kamu 25 jl ry bks mana nih Lazada diam saja,negative,1
salut buat lazada pesan rabu jumat sudah nyampek saja.  orderan juga memuaskan barang yang dijual seperti apa yang ditampilkan  RECOMENDET BANGET. buat yang punya HD 3.5 INCH dan mau dijadikan HD eksternal... ditambah lagi sudah 3.0 usbnya makin mantap abislah.,positive,5
belum di coba semoga hasilnya bagus hehehe,negative,3
"saya sangat kecewa karena flashdisknya tidak bisa digunakan,. tidak terbaca di laptop dan komputer saya... sayang kan flashdisknya jadi tidak berguna dan berakhir ditempat sampah,.",negative,1
Barang sudah terbuka kedua ya..apakah barang bekas..?saya enggak mau,negative,1
I bought the ASUS A407MA and received itu after two days of order and al inclusions are there EXCEPT MICROSOFT WORD 10 which were supposed tapi be included. THE PROBLEM IS THAT THE MICROSOFT WORD PPT EXCEL WAS INSTALLED BUT THE SELLER DIDNT GIVE US THE Microsoft LICENSE orang PRODUCT KEY. sok now we cant use the microsoft. We wrote the sender many times but never replied orang answered. PLEASE BE AWARE,negative,3
Retak di layar tidak bisa berfungsi,negative,1
"Belum juga sampai, malahan sudah lewet 3hari.......kecewa",negative,1
"Pesan senin pagi, sampai selasa pagi.. cepat",positive,5
"barang berfungsi normal, tapi tidak sebanding dengan harganya yang lumayan mahal",negative,3
"tampilan biasa lebih enak.. terus kenapa ya ram 4gb tapi kadang"" bisa keluar sendiri aplikasi nya ? xiaomi yang 3gb saja enggak kayak begitu",negative,2
Data yang disimpan bisa tidak terbuka dan foto yang disimpan dalam masih word bisa rusak,negative,1
"Flasdisknya sudah sampai, kemasannya bagus . Suka. terima kasih lazada :)",positive,4
TV cepat rusak. Penanganan service centre susah.,negative,1
Smntra belum ada masalah..semoga awet,negative,3
"paket dkirim cepat, kemasan rapi tanpa cacat, tapi sayang  barang sampah tidak bisa digunakan, tidak terbaca di komputer atau laptop <3<3!orang_mengisyaratkan_tidak!!orang_mengisyaratkan_tidak!!orang_mengisyaratkan_tidak!!orang_mengisyaratkan_tidak!",negative,1
Di tulis di gambar nya bayar di tempat. Tapi kok nyata nya ketika mau masuk ke menu pembayaran malah transfer ya? Saya ingin mencari barang yang cod. Bukan yang transfer,negative,1
tidak bisa menyimpan file,negative,2
"Bagus, pengiriman cepat... mantul tks",positive,5
"Barang diterima dengan baik,  barangnya baik kondisinya bekerja dengan baik juga. Hanya saja ada beberapa hal yang sangat disayangkan yaotu: 1.Tidak ada buku petunjuk penggunaan (user Guide)  2.Tidak Kartu Garansi 3.dalam konfirmasi email yang saya dapat dari Lazada ditulis akan dikirim dan diterima tanggal 22 Oct 2018 ternyata saya terima pada tanggal 24 Oct 2018. jadi untuk apa dong ditulis seperti itu akhir terima nya tidak sesuai dengan tanggal yang dijanjikan.",negative,3
"mantap , sesuai gambar,  best seller dan best kurir , kurir nya mantap langganan saya. harus di beri performa tinggi sama pihak lex nya tuh....",positive,5
"setiap saya ingin menonton Netflix selalu muncul ""sorry your account can't be used on this device ""semoga cooca segera melakukan perbaikan terhadap isu ini melalui sistem update",negative,1
"Flashdisk nya bagus, sesuai picture, barang cepat sampai, kurir ramah",positive,5
"Jum'at order, hari minggu tv deh nyampek.. cuman was"" karena tv enggak di packing kayu.. tapi expedisi bagus brang tidak ada yang lecet dan brfungsi dengan baik.. trimakasih lazada dan ninja expres...!wajah_malaikat!!jempol_ke_atas_warna_kulit_cerah-sedang!!jempol_ke_atas_warna_kulit_cerah-sedang!",positive,5
"Manual book dengan yang terpasang...beda banget..banyak fitur yang tidak jalan...colokan headphone sekedar menempel,tapi tidak jalan...fitur menu...hanya tulisan. Sharp  apa sarap",negative,1
"terima kasih,,barangnya sudah sampai dengan baik.",positive,5
sejak pembelian sampai sekarang kondisi masih aman.,positive,5
"i love sandisk,original,sangat memuaskan...recommended banget deh dengan sandisk ini....",positive,5
"Lumayan pengiriman lebih cepat dari estimasi, kualitas oke, bonus ada semua, cuman sayang kardus HDDnya sedikit rusak, tapi segel utuh, tapi tetap puas, worth itu lah, mantap jiwa",positive,5
"Packing aman barang sampai dengan selamat, alhamdulillah dapat tambahan braketnya juga hehe",positive,5
Barang aman sampai tujuan. Kualitas tv bagus super silau. Pengiriman lebih cepat dari estimasi.,positive,5
di terima dengan selamat,positive,5
"bisa pindahkan file ke flashdisk tapi begitu data foto dibuka blank,, data video dibuka tidak ada gambar dan suara,, fflashdik corrupt,, kesimpulan dapat barang jelek/rusak :(",negative,1
yang dikirim malah newblack touch screen for samsung!,negative,1
Pengiriman Lama. Tolol. Kayak baru jualan.,negative,1
"1. Packing rapi, pengiriman cepat. 2. Letak Port ada di sebelah kiri, kalau lagi biasa di sebelah kanan jadi harus memindahkan kabel ke sisi lain nya. 3. Bracket TV nya beda dengan yang umum nya di pakai. 4. Menu agak membingungkan 5. port Aux cuma ada 1 set, kalau ada 2 lebih keren. 6. Dengan ukuran 50"" dan kualitas panel LED seperti nya media juga mesti yang HD agar gambar lebih maksimal",positive,4
remote nya tidak berfungsi volume down nya,negative,1
"Saya beli COD dan kondisi fisik aman rapi walaupun packing cuma pakai bubble wrap. Masalahnya ada random error seperti di gambar dan antena tv enggak mau connect jadi sementara ya menonton via wifi saja tanpa ada live channel dan harus claim dengan garansi ke Xiaomi service center dan jarak lumayan jauh dari rumah karena di toko ini tidak menanggung untuk error system :( Tapi itu bukan masalah, hanya saja perubahan harga terlalu cepat !!! Order 3.599k tanggal 1 dan mau bayar ke kurir cek harga ternyata sudah 3.499k di tanggal 5 dan akan ada flashsale di tanggal 12 kmungkinan dibawah 3.300k, jadi seakan2 enggak ada harganya but of for al love this smart tv",negative,3
"Barang sudah sampai gan, pengiriman cepat, dapat case & pulpen (walaupun casenya agak sempit hehe). Oh iya gan karena hardisknya memiliki format NTFS, saya ubah ke FAT32 karena tidak terbaca di beberapa media (saya ingin memindahkan video dari cctv ke hardisk) namun setelah di ubah formatnya, memorynya berubah jadi 1TB, apakah ada caranya untuk mengembalikannya ke 2 TB lagi gan?",positive,4
gila puas banget beli ini barang.. sudah murah.. Bagus.. Rapi dan yang paling bikin aku suka cpet banget datangnya.. enggak pakai bikin penasaran deh.. Mkasih,positive,5
"pengiriman cepat, kemasan paket sangat memuaskan, barang orisinal. semoga awet",positive,5
"barang aga sedikit tidak sesuai dengan gambar, kualitas barang dari jahitan dan dalamnya kurang rapi dan tipis tidak empuk untuk meminimalisir efek guncangan, size lebih kecil dari yang saya kira",negative,3
terimakasih barang sudah diterima.,positive,5
kualitasnya perlu dipertanyakan nih,negative,1
