content,label
packing nya rapi. bareng pesanan dalam keadaan baik,Positive
Packaging aman ??. Packaging rapi. Proses pesanan cepat. Barangnya original ??.,Positive
"umpanya enggak jalan ,??????????",Negative
"Barangnya bagus banget, dengan harga yang affordable dengan kualitas yang lumayan gila sih",Positive
"wangi nya enak banget, benar kayak creambath salon",Positive
"bagus barangnya enggak cacat, pelindungnya tebal, pengirimannya cepat banget",Positive
"Pengiriman cepat banget, dapat bonus pouch, packing rapi dan sangat memuaskan, lanjutkan kak pelayanan baiknya kalo bisa tingkatkan. terima kasih.",Positive
barang rusak,Negative
"dikasi bonus gratisan hair mask serie expert, tapi sudah expire barangnya, pas dipakai bikin kepala ketombean.. kalo enggak niat mengasih gratisan, mending enggak usah sih daripada bikin rusak rambut orang",Negative
"Percuma juga kasih buble warp dikasih bareng reject pabrik, enggak bisa kasih pot.pula Rese",Negative
"Barang sesuai dengan deskripsi, dan berfungsi dengan baik, paketnya dikirim dengan rapi. Terima kasih",Positive
dapat 1 bolong. Pelayanan enggak ramah. sudah tau salah enggak ada kata maaf. pesan yang sampai hari ini. Di kirim malah besok dengan alesan ngbodohin customer. padahal beli disini sudah berkali2 tapi 2 kali pembelian terakhir selalu ngaret. kalo salah ya meminta maaf bukan malah bohong. Paket juga di kirim berantakan asal memasuki. Jangan sombong mentang2 sudah banyak yang beli. ingat tanpa customer anda bukan siapa-siapa.,Negative
tidak sesuai gambar,Negative
"Barang rusak, enggak bisa nyala sama sekali. sebaiknya di coba dulu sebelum dikirim.",Negative
barang sampai dengan selamat cuman packing saja yang kurang menambah buble tapi buble nya dikit banget sama saja kayak packing biasa,Negative
bagus banget ikannya.. ????,Positive
Aku suka banget... next pengin mencoba semua rasanya nyaman ketika digunakan.,Positive
"janji bisa kirim instant segera karena kita mau pakai segera, nyatanya anda tutup toko baru di kirim. paket sampai malam. pas besoknya di coba ternyata SSD nya tidak terbaca. dan bilangnya kirim ke toko agarnbisa di kirim lagi segera yang baru. sama-sama di Tangerang ongkos gojek instant 33rb berarti dekat. dan tidak di kirim2 sampai 2 minggu baru di kirim. sangat terlihat sengaja sekali di lama2in. sangat tidak professional dalam berjualan online , anda jual barang rusak pun tidak ada etikat ucapan maaf. dan sebagai penutup yang saya anggap licik dan pelit sekali ongkir nya di suruh kita yang tanggung pas barang sampai. kalau di lihat begini mah lupakan garansi produk yang bakal di ganti baru bila terjadi rusak di kemudian hari...",Negative
Kartu bekerja dengan baik begitupun sellernya yang sigap menjawab semua pertanyaan..,Positive
enggak jelas,Negative
"Waktu dites pakai tongkat, jepretannya mantap banget. Cuma pas benaran dikasi umpan buat tikus, setelah semalem, umpannya menghilang, tapi enggak ada tikus yang ketangkep",Positive
"sebelumnya maaf boxnya gasempet difoto, tapi packingnya rapi bre ?? walau bukan pakai bubble wrap, tapi tebal dan aman dari guncangan dan benturan padahal isinya juga kokoh ?? Harga sudah murah, pelayanan juga terbaik dari sellernya, gila sih pokoknya Juara sih ini ???? Build nya kokoh besi, dan kontrolnya agak sulit btw karena hanya cukup control di sikunya, tapi kalau dah terbiasa sih enak saja.",Positive
Warnanya cantik ?? Bahannya adem Tebalnya pas! Jahitan rapi. Ini keren banget sih harga terjangkau kualitasnya oke.. pelayanannya oke,Positive
Alhamdulillah sampai,Positive
barang enggak datang ini penipuan,Negative
masker tertipis yang pernah saya beli,Negative
"pengiriman lama banget, dough nya juga jelek banget enggak lentur, enggak seperti biasanya",Negative
pesan 50pc dikirim 25pc padahal bayar 50pc?? sangat kecewa,Negative
"pengiriman cepat, produk nyaman buat dipakai dirumah.",Positive
pelayanan sangat memuaskan dan memberikan yang terbaik . penjual sangat responsif untuk menjelaskan kalau di tanyakan,Positive
"mantap, enak buat sit up",Positive
"Respon seller bagus tapi produknya tidak, suaranya kecil masih kalah dengan mic hp internal. Harga sangat tidak sesuai dengan kualitas",Negative
"packing sangat kacau, hanya bubble wrap tipis sehingga koper rusak",Negative
Saya beli tasbih digital berbeda warna tapi setelah saya terima barangnya tidak sesuai catatan yang saya kasih...,Negative
"pie susunya jamuran, duh parah banget sih jualan",Negative
sudah pernah beli ini sebelumnya dan sudah habis. jadi sekarang beli lagi :) terima kasih kak,Positive
mantap,Positive
Penjual ANGKUH... yang namanya pembeli itu RAJA.. di layani sebagaimana mestinya.. KEPUASAN PEMBELI PRIORITAS UTAMA.. LAH LOH? ANGKUH SOMBONG.. MAKAN TUH DUET HARAM.. PERTAMA DAN TERAKHIR GUE BELANJA DI OLSHOP LOH CUIH!!!!,Negative
Enak dipakai ?. Jahitannya rapi.,Positive
baru mau mencoba varian micelar water nya .. semoga cocok kayak varian micro essence nya loreal ini .. dapat harga diskon pula .. makin cinta .. pengiriman juga aman dan tepat waktu .. terimakasih tokped dan loreal ??,Positive
"packing enggak aman, cuma dus tipis doang, enggak pakai paper tube, alhasil penyok2, ngebekas digambar berkerut2 fotonya, pertama kali mencoba cetak disini dan alhasil SANGAT KECEWA.",Negative
"pengiriman cepat, packing rapi dan aman. barang nya sesuai gambar. maaf enggak sempat di foto",Positive
mantap sesuai. respon cepat. semoga awet,Positive
Saya sungguh sangat kecewa dengan pediasure,Negative
jilbabya lecek dan banyak benang jahitan,Negative
enggak dikirim sama bubble wrap T.T,Negative
"Positive product, sesuai deskripsi",Positive
"produk sesuai, pengiriman cepat. harganya 1ribu pas flash sale. oke banget.",Positive
Kualitas nya bagus ?? Warna2 nya sesuai dengan yang di etalase ?? Pengiriman cepat banget ???? Thank you??????,Positive
"Sumpah ini bagus, keren.. Packing rapi banget, product aman.. sudah di test berfungsi, cloud nya banyak & enggak basah, enggak ada noise, filter dapat 2 pc.. pakai battery jadi praktis ditaro dimana saja.. TOP, thanks seller..",Positive
"respon pengiriman sangat lambat.status sengaja dirubah ke pengiriman agar tidak ada batas waktu batal otomatis. tapi barang tidak dikirim-kirim. status berubah jadi pengiriman sampai resi keluar 3 hari, baru kurir berhasil pickup barang. PAYAH....!!!",Negative
Jadi semangat mancing.,Positive
"mantap gan , barang sudah sampai dengan aman , terima kasih gan ??",Positive
Official store produknya cuman di bungkus plastik ??? Sebercanda itu tokopedia lolosin ini toko jadi official store,Negative
kurang 2-3 cuma sih dari pesanan. panjang sebelah sama agak kurang rapi jahitan bawahnya. diperbaiki lagi kedepannya. thanx,Negative
mantap??,Positive
"Empuk buat jalan. Bahannya berkualitas. Modelnya keren ??. bahannya enggak mengecewakan?? tapi ukuran nya kegedean padahal sudah saya ukur sebelum nya, tapi enggak masalah bisa buat jangka panjang ??",Positive
"Pemrosesan serta pengiriman produk cepat, padahal bukan di daerah JABODETABEK. Produk diterima dengan sempurna, 3 buah micro USB Data Cable kualitas premium, dan ada bonus kartu perdana Smartfren. terima kasih",Positive
enggak sesuai yang di pesannya merk apa malah yang di kirim nya dompet beginian sudah begitu rugi banyak pas di retur enggak di ganti ongkir nya,Negative
barang telah sampai.. semoga awet.. terima kasih,Positive
Lama pengirimannya.,Negative
sumbu lilin kecil. nyala susah dan api kecil. jelek.,Negative
"10/10, kualitas produk sangat baik dengan harga yang tertera. nyaman dipakai, suara keras dan 7.1 berfungsi dengan baik. definitely would recommend this.",Positive
"bisa muat sampai ukuran kaki no 42. suami saya suka, enggak tebal enggak tipis, nyaman, lembut, Positive",Positive
"Proses pesanan cepat. Packaging aman ??. Packaging rapi. Hasilnya matte. Aplikator mudah dipakai. Thank you,beli lagi ah warna lain??",Positive
enggak ada 2 jam sudah redup padahal cas nya seharian sebelum pemakaian pertama,Negative
Produk bagus sesuai pesanan. Fast response. Pengiriman cepat 1hr,Positive
"Berat barang di deskripsi 4,5kg. Padahal berat asli barang dari kurir saat diterima cuma 1kg. Jadi ongkir sangat mahal dari kenyataan dan harus mengajukan komplain dl untuk bisa dapat refund ongkir. Merepotkan.",Negative
"Barang kecil banget, salah saya sih Tapi ya bagaimana, namanya kecewa",Negative
Kiriman sudah sampai sesuai pesanan,Positive
bahan bagus,Positive
"Lampunya sering error padahal terhubung ke wifi, saklar hidup tapi dihidupin di hp enggak mau nyala",Negative
"barang kualitas jelek, kaki patah, banyak pecah sedikit ditekuk pecah dan copot.. belum sempat pakai sudah tak buang saja",Negative
"sesuai pesanan, motif garis dan polos, bahan sesuai hrg, terima kasih",Positive
"Respon kurang, bareng tidak sesuai deskripsi dan tidak ada solusi / tidak ada respon akhir dari sih penjual",Negative
"barang pecah, dikotak tidak diberi himbauan barang mudah pecah",Negative
Kualitasnya di luar ekspektasi,Negative
"barang yang dikirim tidak sesuai, harusnya cat kuku, yang datangnya eyesedo",Negative
"Mengecewakan,produk encer jadi harus mengecat berkali2 hingga 4x,memang harga menentukan kwalitas..!!",Negative
parfum datang kondisi terbungkus rapi namun saya curiga kenapa tercium aromanya sampai keluar padahal belum dibuka sama sekali dari kardus luarnya. begitu saya buka kardus luar ternyata kardus dalamnya basah kemudian saya buka dan didalamnya isi parfum tinggal sedikit sekali.. saya tidak tahu yang bermasalah di oengemasan atau pengiriman. mohon bisa dievaluasi lagi terimakasih,Negative
service mengecewakan... sekali kecewa pasti saya kasih bintang 1 terus,Negative
Barang nya sesuai yang di foto dan ternyata kualitasnya jauh lebih baik di banding yang saya pikirkan,Positive
"enggak sesuai gambar, sudah benyek, kemasan plastiknya polos enggak ada print 3mnya sesuai gambar",Negative
"Barang rusak setelah seminggu. Respon penjual buruk. Katanya garansi, chat saja tidak dibalas. Garansi bohong ! Pikir lagi deh kalo mau beli disini.",Negative
baru dipakai 4 kali alat sudah rusak. Penjual tidak bisa menganti,Negative
"barang pesan 2 yang datang 1 bayar harga 2 yang datang 1 terima kasih ... enggak usah dibuktikan ,cek saja pengeluaran barang nya -baru cek pembeli jangan pembeli yang ditanya2 unboxing enggak terlalu penting abis2in quota",Negative
saya pesan warna merah metalik tapi dikirim hitam. Padahal sebelum dikirim saya sudah chat penjual.,Negative
"pertama pakai normal,, baru 5 menit volume suka kecil sendiri, lihat riview disini juga banyak masalah barangnya. . nasib barang promo",Negative
"kecewa, padahal sudah batalkan pesanan karena ada masalah produk, tapi masih saja dikirim, entah enggak mau ribet sama sekali atau admin cuma terima pesanan langsung kemas?? big no buat sekelas official store. Poin plusnya produk yang dikirim sesuai dengan yang dipesan",Negative
Lumayan lah untuk harga segini,Positive
"Baterainya yang saya dapat rusak, pantas pas di charge enggak penuh penuh, pas dicoba ternyata enggak bisa. Fisik baterainya juga agak kembung",Negative
"Awalnya Saya Tanya 9 Warna, semua ready, setelah bayar ( 27 jam kemudian ) Baru dibilang beberapa ( 4 Warna ) habis. jangan kayak begitulah, jadinya saya harus Cari lagi warnanya",Negative
"Pie susunyabberjamur, padahal baru disimpan sekitar semingguan dan expiry date masih sebulan. Biasanya kalo beli di bali enggak kayak begitu, ya biar teman-teman yang beli pie susu nya aware saja ya. Sedih juga sudah disayang2 makannya, eh pas mau makan ternyata jamuran, terpaksa dibuang ???? sudah chat juga ke sellernya, katanya karena enggak dimasuki ke kulkas. tapi dulu pas beli di bali juga enggak memasuki kulkas sih... FYI saja buat teman-teman yang mau beli ya",Negative
Sangat mudah pemasangannya,Positive
LCD kamera lepas dari posisinya. semoga lebih teliti dalam memelih barang sebelum dikirim atau dicek,Negative
Patah waktu mau di kencangkan,Negative
2nd purchase & selalu amaze sama cara mereka packing.. tebel n rapih banget bubble wrap nya ??????????????????,Positive
"meja laptopnya begitu dibuka kardusnya sudah pecah diujungnya dan ada retak juga dibagian bawah, terus mejanya juga hijau kusam seperti barang bekas pakai, seller dikomplain menolak penukaran barang dengan alasan buktinya kurang, malah diarahkan untuk menggunakan asuransi dari tokopedia, dengan proses yang ribet harus ada bukti pemusnahan barang juga, pas saya lihat lagi ulasan2 ternyata banyak juga yang dapat mejanya pecah dan rusak, dan mereka semua pada kecewa, saran kalau jualan yang jujur, kalo memang yang dijual barang bekas atau ex display bilang saja tulis di deskripsi yang jujur, tolong tokopedia lebih selektif terhadap toko yang seperti ini, packing barang juga terkesan asal2an cuma pakai kardus tipis saja enggak pakai bubble wrap sama sekali, semoga enggak ada lagi customer yang tertipu seperti saya",Negative
"Sampai rumah, pas bungkus paket dibuka semua bungkus kertas sudah terbuka, kertas2 banyak yang rusak dan kotor. Sangat tidak recommended",Negative
tidak berfungsi untuk aki normal padahal baru beli langsung di cas LED indikator nya enggak jalan,Negative
"produk selalu fresh dan lezat, packing rapi, pengiriman cepat, dan pelayanan toko sangat ramah ?? sukses terus ya. ??",Positive
Produk original ??.,Positive
enggak bisa dipakai bunyi kemeresek,Negative
Barang nya lama dikirimnya,Negative
"baunya enggak enak, ini siapa yang rancang? suruh belajar coba parfum2 yang enak",Negative
"pengiriman cepat banget, packing aman banget.. pokoknya mantab",Positive
Aman untuk bayi ??. trimakasih,Positive
"ini toko enggak jujur banget, di Ket di suruh pakai kardus biar pengirimannya aman katanya, sekali aku include dengan kardus, tetap saja rusak atas bawahnya jebol terus yang anehnya lagi kode uniknya tidak bisa di masukkan ke akun aku, kayak sudah pernah di masukkan ke akun lain, ini toko enggak jujur banget ya dan kondisi kotak susu bagus n utuh dan tidak penyok...",Negative
"tidak ada tutupnya,walaupun saya beli harga murah tapi jadi enggak bisa dibawa kemana mana karena barang rusak",Negative
bagian tombol ada kempot parah. pabrikan tidak jaga mutu,Negative
Barang tidak sesuai gambar yang ditawarkan,Negative
"sudah dtrima barusan, ada cacat goresan2 jadi enggak mulus kesan seperti bekas tertara (_ _) tapi ya sudahlh. thanks.",Negative
"Jumlahnya tidak sesuai dengan promonya. Setelah saya terima & dibuka, jumlahnya hanya 4 yang seharusnya 5.",Negative
"harga ok, pengiriman cepat, packing aman",Positive
pesan jam 3 terus jam 5 kurang barang sudah sampai karena pakai gosend instant. dapat potongan gosend instant 30rb jadi cuman bayar harga refil instaxnya doang?????? thankyou kak,Positive
"Barang palsu, bukan Hot wheels original... Made ini China bukan Made MALAYSIA seperti diskripsi",Negative
"Kualitas kurang bagus, kertasnya tipis, bukan buku original",Negative
tidak bisa hidup,Negative
"Luar biasa respon dan pengirimannya.. Siang pesan, malam tiba.. Luar biasa.. ??????",Positive
"Thanks atas respon nya. Informasi yang diberikan jelas, product nya oke banget. sudah 2x order kesini. Barang yang di kirim rapi n cepat sampai nya.",Positive
Bagus bagus.....dimsumnyamasih kedaan bagus enggak penyok... dalem ya juga segar produknya rekomen banget kalo belanja disini???????????? enak enggak capek jadi makin sering masak biar hemat dan sehat dirumahmakasi ya sudah mempermudah masak ??????????????????????,Positive
"kualitas bagus, sampainya juga cepat, terima kasih",Positive
barang tidak terkirim ke pembeli dan meminta di kirim ulang tetapi toko menolak.,Negative
Mantap benar deh enggak rugi deh beli disini cepat sampai dengan selamat barangnya langsung bisa digunakan,Positive
"Bahan plastiknya tidak stretch, kaku dan tidak bagus aluas tidak bisa melekat seperti plastiknya stretch biasanya, not recommended",Negative
mantap langsung sampai ??????,Positive
Mengecewakan????????????????,Negative
"Barang sampai, kabel yang dikasih rusak. Jadi harus pakai kabel lain biar lampu nyala. Mungkin next QC nya bisa di tingkatkan",Negative
"Sesuai pesanan, tidak ada yang rusak",Positive
"thank you untuk saran2nya anabul ku kebantu banget sama produk ini, bakal repurchase lagi nih",Positive
barang yang dikirim beda jauh. jepitan jemuran. hilang sudah uang saya enggak kembali,Negative
packing sangat aman . selalu puas thx seller sukses,Positive
saya sangat kecewa belanja di toko ini. respon penjual cuek. tanggapan lama. begitu datang barang tumpah basah. satu minggu baru datang. tidak tau di kirim nya lama atau di pengiriman nya lama.,Negative
ternyata tidak seampuh iklannya... noda panci masih tetap ada,Negative
"Saya melihat review produk ini , hasil suara kualitas di youtube , lumayan bagus. Tapi kenapa berbeda ya ketika beli barang nya. Noise nya masih terdengar meskipun pakai deadcat di indoor. Dan enggak compatible juga sama splitter jack.",Negative
pas untuk ukuran kaki 46 juga. bahan sesuai dengan harga. dan cukup tebal,Positive
"barang tidak ada, komplain tidak direspon...pelajaran buat yang beli disini cek hati-hati saat datang",Negative
mantap pakai segel.. asli..,Positive
"pengiriman cepat, barang sesuai",Positive
"Suara yang dihasilkan jernih.kalau ditambahkan kit giga bas tambah gler,ditambah lagi preeamp mic 2 tr bisa buat karaoke",Positive
bagus sok far berfungsi dengan baik,Positive
bolong bolong ada minyak2nya begitu Jelek,Negative
"terima kasih seller.ramah, recomended seller. . tak lu shakernya ya. bisa buat langganan nih.",Positive
"Respon penjual baik, Pengiriman sangat cepat, Barang sesuai dengan pesanan, Cukup memuaskan. Thank you..",Positive
"tidak sebagus di gambar, kain tepi di neci saja bukan di jahit lipat, ya harga segitu",Negative
"bagus, pengiriman juga cepat, enak untuk dipakai anak, ringan..",Positive
"packing hanya buble wrap, lain kali tambahkan kardus. komunikasikan pengiriman dengan jelas biar tidak repot, masa dikirim terpisah case nya, mana enggak instan, dan enggak bisa dicancel.",Negative
"paket sampai super cepat. barang orisinal dari official.shop begitu lho. baru akan digunakan hari ini. kalo ada hasilnya, aku pesan lagi.",Positive
"agak kecewa karena enggak sesuai ekspektasi gambar yang tangkainya begitu bening dan menampak kuat, cuma 3 yang benar ukuran sekitar 38cm, yang 4 lainya sambungan.",Negative
"stok vitamin wajib di luar perMaduan ???? ikhtiar menjaga kesehatan. sempat ketar ketir karena packing hanya bubble wrap tanpa dus/ air pouch, tapi pas unboxing alhamdulillah aman semua, ED jauh. sampai dalam keadaan selamat. thanks banget seller ??????",Positive
"Packing bubble OK,, kualitas barang sesuai Harga.. terima kasih Gan",Positive
Saat di charger kenapa enggak bisa hidup. Tolong beri Solusi. Saya tidak bisa pakai,Negative
"aman sampai tujuan dan cepat, tinggal buka packingan belum saya cek, mudah-mudahan tidak ada yang sobek, terima kasih bos...next order lagi",Positive
Cantik Banget,Positive
butut konyol meminta kuning di kasih ijo stabilo barang jelek,Negative
Penjual tidak komunikatif...,Negative
"kecil sekali, sama ukuran singlet anak saya pas newborn masih gedean singlet newborn anak saya padahal di leterangan size nya 0-1 tahu. sayang banget padahal lucu.",Negative
terimakasih barangnya bagus banget,Positive
"Respon seller ok banget, pisangnya enak manis nagih",Positive
"belum dicoba, pengiriman lama",Negative
"Masya Allah, saya kira bahan nya kaku ternya nya bahannya lembut dan nyaman di pakai sama suami, bisa2 langganan nih ,pelayanan nya juga memuaskan pokoknya ????",Positive
"Wanginya enggak sesuai harapan, kayak bau ikan teri",Negative
enggak di kasih ini padahal saya sudah beli,Negative
Nyaman dipakai. Bahannya kuat. Muat banyak barang. Potongannya rapi. Jahitannya rapi. Ukuran sesuai. Resletingnya lancar. Bahannya ringan. Modelnya keren ??.,Positive
Tas nya enggak bagus bahan & sablonan nya.maklum lah murahan.,Negative
barangnya sesuai dengan yang ditawarkan bagus,Positive
"Selalu puas dengan pelayanan seller, pengirimannya cepat dan harga kompetitif...serta mumpung lagi ada update next gen",Positive
Sudah diterima dengan baik. Produk sesuai dan nyaman dipakai. Terima kasih.,Positive
"Kecewa sekali, masa sekelas P&enggak packingnya kayak begini cuma dilapisi plastik bening sudah tau pembalut wanita yang sifatnya privasi, pengirimannya juga lama",Negative
mantap. saya sudah beberapa kali order ulang,Positive
"pelayanan buruk, barang yang dikirim tidak enak. jangan beli disini",Negative
"dapat celana yang enggak ada kancingnya, sangat disayangkan...",Negative
barangnya sesuai deskripsi...semoga berhasil bye bye .rambut rontok. Respon bagus dari reseller. GOOD .,Positive
Respon penjualnya top Packaging aman ?? Proses pesanan cepat Kualitas bahan bagus,Positive
"Ini Pembelian ke2, sebelumnya sudah beli yang army, suka banget, makanya beli lagi yang light grey, ternyata size nya beda sama yang army padahal pilihnya juga al size, yang grey setelah dipakai baru sadar ada jahitan tidak rapi seperti itu ??. Perlu ditingkatkan lagi bagian QC nya ini",Negative
Pengiriman lama,Negative
Lama pengirimanya,Negative
bajunya kok enggak sesuai dengan fotonya. bahkan mereknya enggak ada / digunting,Negative
"Sepertinya kali ini berlaku prinsip harga sesuai kualitas. Waktu cek awal sudah feeling enggak enak karena ada 1 bantal kaki yang lepas. Lanjut kemudian tiang penyangga bagian tengah lepas. Lanjut penghubung tiang tidak bisa dicantolin. Saya coba, masih bia di pakai. Ada sedikit harapan, Tapi tidak lama kemudian mur untuk penopang hape lepas pada saat proses pasang hape. Jadi totally enggak bisa di pakai. ya anggap saja hitung2 amal deh. Pengalaman saja. Untuk tokonya no comment sih, karena enggak komunikasi lebih.",Negative
cinta banget sama produk ini. rambut jadi lembut dan wangi bangetts. always pakai shampo ini mah exp 2024 dan packingan mantap,Positive
beli 2 pcs... yang satu normal tanpa kendala.. yang 1 lagi stuck House cartridge nya enggak mau ke tengah... step nya sama dengan yang normal mengikuti manual...,Negative
lem enggak kuat,Negative
Pasangnya gampang. Bahannya kokoh . Barangnya original ??. Proses pesanan cepat. Packaging aman ??. Packaging rapi. Respon penjualnya top. Penjualnya ramah banget.,Positive
"barangnya agak ringkih dan kecil, dan saat masang perlu hati-hati karena besi2nya agak tajam , karena saat kita masang kemarin jari-jari kami sempat tergores ??",Negative
Pengiriman lama. Padahal butuh urgent,Negative
"warna tidak sesuai dengan gambar , daya serap nya buruk cendrung tidak menyerap air , parah kecewa saya , kualitasnya makin memburuk , tidak sama seperti pas awal order Wood pellet disini",Negative
admin cs nya enggak menyambung ditanya apa jawab nya apa,Negative
bagi yang mau beli game pas bagus nih di toko ini. di layani sampai selesai . terima kasih ngab,Positive
barang tidak sesuai dengan pesanan.. pesanan IMO z7 yang di kirim merk Huangmi... ??,Negative
"Dari 4 pesanan yang bisa dipakai cuma 2, itupun tidak sempurna, kemungkin pecah di pengiriman karena paking tidak aman/seadanya..",Negative
di meminta warna dusty sama abu abu di kirim abu abu sama pink,Negative
Kualitas produk diragukan dan sudah komplain tapi jawaban kurang membantu,Negative
"nice product, thanks tapi seller, courier and Tokopedia... succes",Positive
Rasanya enak dan mengenyangkan Mirip banget sama nasi putih biasa,Positive
tidak terlalu menempel dan susah menempel di dashboard !!,Negative
layanan pengiriman kurang memuaskan..kardus dalam keadaan penyok. untung bagian dalam tidak pecah..secara saya order product cair.,Negative
"unboxing barang setelah seminggu karena dari luar kota, kecewa banget saya beli 2 barang ditoko ini, satu tripod ini satu lagi cover plastik anti air, pas diunboxing ternyata yang dikirim cuma tripod saja, cover plastiknya tidak ada. memang harga murah, enggak sebrapa tapi kualitas toko harusnya diutamakan. enggak tau enggak teliti atau sengaja enggak dikirim. yang pasti costumer sudah dirugikan. waspada yang belanja online, power Negativege enggak ngejamin trust seller.",Negative
busyeet..lama amit sampai brgnya.padahal sudah 2x order.,Negative
"Salah kirim produk, admin lama banget balesnya. Proses retur enggak jelas",Negative
aku doang yang merasa apa gimaba tapi warna yang ini enggak terlalu out as much i expected. Tapi overal i loved itu,Positive
"Mantaap, ringan rasanya, mantul produk dalam negeri..",Positive
Alhamdulillah bagus,Positive
ada cacat sedikit dan overpriced untuk plastik seperti itu,Negative
"pengiriman amat sangat cepat dan packingnya juga rapi dan bagus, harganya ok banget dan yang pasti original. enggak menyesal belanja disini karena semuanya ?? thank you tapi the seller",Positive
enggak sesuai dengan yang di posting,Negative
ini bukan kertas origami tapi post itu,Negative
"Ukurannya pas. Cepat menyerap. Tidak membuat lecet. sudah langganan. harga murah dapat yang +2 lagi, terus dikasi sample susu. sukses selalu seller...",Positive
barang sudah sampai beberapa hari tapi baru hari ini sempat dibuka dan mau dipakai ternyata ada jahitan di dalam yang terbuka...Negative quality control,Negative
iya brang nya bagus,Positive
spray air tidak keluar embun,Negative
aku dikirimin kopi langsung memasuki kulkas. besok di mencoba basi ??,Negative
"packingnya rapih banget, aman perjalanan jabodetabek",Positive
"kecewa banget! beli dan langsung bayar di tanggal 11 Agustus 2021, dan sekarang di tanggal 5 September 2021 barang masih belum diterima. melakukan complaint setelah 2 minggu dari tanggal pemesanan karena masih sabar dipikir ada kendala. sekarang sudah hampir sebulan masih dibilang follow up terus dan tiba-tiba status pesanan yang tadinya complaint malah selesai. enggak paham jdnya ini bagaimana penyelesaiannya",Negative
"Handuk cantik. Material bagus. Harga terjangkau!. thanks traktirannya Tokped, handuknya lumayan???? mau upload foto keterangan eror mulu??",Positive
Produk diterima kondisi baik. Pengiriman cepat dan packing rapi. Respon penjual oke,Positive
"Pesanan tidak dikirim, tidak ada komunikasi apapun, tidak ada solusi pengembalian barang ataupun biaya",Negative
"Toko Alat Ukur dan Repeater memang oke nih layanannya, responsif dan cepat kirim dengan aman. Produk Drone FPV S89 lumayan untuk santai bermain camera di udara, perlu fine tuning saja untuk posisi stabil, karena bobot ringan, waspada kalo tiupan angin mulai berisik. Drone Tello gue sebelumnya lenyap terbawa angin kencang di perbukitan Sibea-bea bulan lalu. Enjoy playing this cheap drone. Thank you bos.",Positive
order yang dual glas dikirim yang mono hddh enggak jelas,Negative
"Kemasan Bubble Wrap rapi, tapi kardusnya sedikit penyok. Tapi Arm bracket-nya baik� saja. Langsung dipasang.Tripodnya kokoh, produk sesuai.",Positive
"Mau order warna hitam kosong (deskripsi produk ada), meminta di cancel, tetap hajar dari penjual. Packing rapi tapi experience buruk",Negative
"pesan tanggal 2 Maret jam 9 pakai pengiriman instant, sampai nya tanggal 3 maret. Padahal sudah bayar mahal, dikirimnya keesokan harinya. bukan salah pengantarnya, driver go-send nya sudah mengantarkan paket dengan baik. tapi durasi proses dari toko sangat lama. padahal butuhnya tanggal 2 maret makanya saya pilih pengiriman instant. saya juga sudah tanya pihak toko jika paket bisa dikirim hari itu juga atau tidak, jawabannya bisa. Tapi kenyataannya paket saya tidak dikirim pada hari itu juga. kalau tidak bisa dikirim hari itu juga ya bilang. Saya juga sudah ajukan cancel pesanan juga tidak ada respon dari penjual. Pelayanan sangat sangat buruk. Tidak recommended. Semoga lebih baik lagi kedepannya.",Negative
"Halo penerbit harus, bukunya sampai dengan cepat. Tapi pengemasannya sangat kurang. Mohon menggunakan bubble wrap supaya tidak terjadi kerusakan dalam pengiriman. Sangat disayangkan pengemasannya tidak ada pengamanannya. Jadi buku yang saya terima sedikit kurang baik. Terimakasih.",Negative
"Seller 2x masalah dalam pengiriman barang. Pertama, saya beli 3 macam barang yang di kirim cuman 1 macam. Kedua, barang yang kurang sudah dikirim tetapi tidak seusai pesanan saya. Alhasil cuman 2 barang yang saya pesan yang sampai. mengasih resi juga tidak sesuai di pengajuan komplain, admin slow respon, official store enggak menjamin deh",Negative
Bubble wrap tebal. Original. Kualitas baru dan baik.,Positive
"lucu , katanya di proses ke toko cabang tapi malah ujung nya di kirim padahal saya cuma mau ganti alamat penerima , repot sekali toko ini hanya untuk cancel pembelian saja di bikin ribet",Negative
barang telah sampai dengan packaging yang bagus,Positive
Barang bagus sesuai expectasi. Nih order lagi. Keep up the best quality and service.,Positive
Warnanya lucu ??. Lembut di kulit. Proses pesanan cepat.,Positive
Bahannya luntur & agak lebih tipis dari yang tempat lain.,Negative
barang bagus sesuai gambar tapi gaberwarna,Positive
"pengiriman cepat, barangnya lengkap sesuai pesanan",Positive
"Barang sudah sampai, tapi kondisinya sobek",Negative
Bahan berkualitas. Ukuran sesuai. Modelnya keren. Warnanya sesuai. Potongannya rapi.,Positive
"Paket sudah diterima dalam kondisi aman, lengkap dan tanpa cacat. Packing rapi dan aman pakai bublewrap. berfungsi normal. orisinal masih segel dan harga bersahabat. seller ok, recomanded",Positive
Data sering error dan hilang ??,Negative
"lucu banget gambarnya, tapi bahannya tipis ya gapapa biar adem. thanks seller",Positive
"Harga Oke, Kualitas Barang Oke, Kecepatan Pengiriman Oke",Positive
"Harga tidak mahal, kualitas baik",Positive
mkkasih admin daper harga murah paketan sama cdr n redoxon,Positive
ukuran tidak sesuai,Negative
"panduan instal nya lengkap,gamenya bagus,sellernya fast respon mantap sukses terus",Positive
harga terbaik.. ada cashback.. adminnya cepat responnya. terima kasih banyak,Positive
